"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"SOLARWORLD AMERICAS INC.","SolarWorld","$13,023","$0","$13,023","2017","20170727","environment-related offenses","environmental violation","","","state","agency action","Oregon Department of Environmental Quality","civil","","","2017-043","","","Oregon","Hillsboro","","","","","Germany","","publicly traded","","utilities and power generation","solar energy systems","https://www.deq.state.or.us/programs/enforcement/EnfQuery.asp",""
"SOLARWORLD INDUSTRIES AMERICA LP","SolarWorld","$18,090","$0","$18,090","2012","20120731","environment-related offenses","environmental violation","","","state","agency action","Washington Department of Ecology","civil","","","","","","Washington","","","","","","Germany","","publicly traded","","utilities and power generation","solar energy systems","Contained in data received from the agency on November 20, 2020 in response to an open records request.",""
