"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Mid-America Pipeline Company LLC and Enterprise Products Operating LLC","Mid-America Pipeline","$1,242,000","$0","$1,242,000","2012","20120529","environment-related offenses","environmental violation","","Mid-America Pipeline Company LLC (MAPCO), and Enterprise Products Operating LLC, of Houston, agreed to pay a civil penalty of more than $1 million to the United States to settle violations of the federal Clean Water Act related to three natural gasoline pipeline spills in Iowa, Kansas and Nebraska. The companies also agreed to undertake various measures aimed at reducing external threats to their pipeline, enhance their reporting of spills, and spend at least $200,000 to identify and prevent external threats to the pipeline involved in the spills.","federal","agency action","Environmental Protection Agency referral to the Justice Department","civil","","","","","","","","","","","","USA","Oklahoma","privately held","","pipelines","pipelines","http://www.justice.gov/opa/pr/mid-america-pipeline-company-and-enterprise-products-operating-pay-1-million-spills-iowa",""
"Mid-America Pipeline Company, LLC","Mid-America Pipeline","$1,000,000","$0","$1,000,000","2007","20070904","environment-related offenses","environmental violation","","","federal","agency action","U.S. Attorney-District of Kansas","criminal","","","","","","","","","","","","USA","Oklahoma","privately held","","pipelines","pipelines","PIPELINE FIRM PLEADS GUILTY TO ENVIRONMENTAL VIOLATION, AGREES TO PAY $1 MILLION IN AMMONIA PIPELINE RUPTURE, US Fed News, September 4, 2007 (via Nexis).",""
"Mid-America Pipeline Company, LLC","Mid-America Pipeline","$22,054","$0","$22,054","2013","20130214","environment-related offenses","environmental violation","","","state","agency action","New Mexico Environment Department","civil","","","","","","New Mexico","","","","","","USA","Oklahoma","privately held","","pipelines","pipelines","https://cloud.env.state.nm.us/air/?c=300&k=5ce71a9895",""
"MID AMERICA PIPELINE COMPANY LLC/ENTERPRISE PRODUC","Mid-America Pipeline","$1,042,000","$1,042,000","$0","2012","20120816","environment-related offenses","environmental violation","","","federal","agency action","Environmental Protection Agency","civil","","","07-2008-0311","","","Nebraska","YUTAN","LAT 41.3039/LONG -96.4033","68073","","","USA","Oklahoma","privately held","","pipelines","pipelines","Extracted from a download of the EPA's Enforcement and Compliance History Online (ECHO) ICIS FE&C file downloaded on 3/02/2022, available at http://echo.epa.gov/tools/data-downloads#downloads","Note: This penalty is a duplicate of an amount shown in another record (either because it applies to a multi-location settlement or because Violation Tracker contains an agency record and a settlement announcement for the same case)."
