"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"SANDVIK MINING & CONST USA LLC","Sandvik","$11,500","$0","$11,500","2005","20050303","environment-related offenses","environmental violation","","","state","agency action","Pennsylvania Department of Environmental Protection","civil","","","","","","Pennsylvania","","","","","","Sweden","","publicly traded","","industrial equipment","industrial equipment","Contained in data received from the agency on February 25, 2021 in response to an open records request. The data -- which in some cases merged penalty amounts from multiple violations --was a spreadsheet version of information contained in individual case documents that can be retrieved at https://www.ahs.dep.pa.gov/eFACTSWeb/default.aspx",""
"Sandvik Mining and Construction USA","Sandvik","$52,209","$0","$52,209","2010","20101231","employment-related offenses","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","civil","","","1582919","","","Nevada","Winnemucca","","89445","212221","212221: Gold Ore Mining","Sweden","","publicly traded","","industrial equipment","industrial equipment","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"SANDVIK COROMANT COMPANY","Sandvik","$8,100","$0","$8,100","2001","20010619","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","New Jersey","FAIR LAWN","1702 NEVINS ROAD","07410","000000","","Sweden","","publicly traded","","industrial equipment","industrial equipment","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
"SANDVIK MINING AND CONSTRUCTION","Sandvik","$27,810","$0","$27,810","2009","20090629","environment-related offenses","environmental violation","","hazardous waste violation","state","agency action","Florida Department of Environmental Protection","civil","","","92926","","","Florida","","","","","","Sweden","","publicly traded","","industrial equipment","industrial equipment","Contained in a spreadsheet received from the agency on October 2, 2020 in response to an open records request. The spreadsheet included data from  the agency's Oculus database, which can be searched at https://prodenv.dep.state.fl.us/DepNexus/public/searchPortal","Case number is the designation given by the DEP's Office of General Counsel."
"Sandvik Inc.","Sandvik","$12,100,000","$0","$12,100,000","2011","20110603","environment-related offenses","environmental violation","","To resolve allegations that they contaminated groundwater at the Ivy Industrial Park, Bostik Inc. and Sandvik Inc. agreed to pay civil penalties of $2.5 million and $21.7 million for infrastructure improvements and DEP investigatory costs. The announcement did not specify how much each company would pay. Here we assume the total was divided evenly between them. ","state","agency action","Pennsylvania Department of Environmental Protection","civil","","","","","","Pennsylvania","","","","","","Sweden","","publicly traded","","industrial equipment","industrial equipment","https://www.ahs.dep.pa.gov/NewsRoomPublic/SearchResults.aspx?id=17566&typeid=1",""
"SANDVIK WIRE AND HEATING TECHNOLOGY CORPORATION","Sandvik","$5,000","$0","$5,000","2015","20151216","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","Connecticut","BETHEL","119 WOOSTER STREET","06801","331491","331491: Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Sweden","","publicly traded","","industrial equipment","industrial equipment","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
"SANDVIK MATERIALS TECHNOLOGY","Sandvik","$160,017","$0","$160,017","2009","20090901","environment-related offenses","environmental violation","","","federal","agency action","Environmental Protection Agency","civil","","","03-2009-0160","","","Pennsylvania","CLARK SUMMIT","983 GRIFFEN POND RD","18411","","","Sweden","","publicly traded","","industrial equipment","industrial equipment","Extracted from a download of the EPA's Enforcement and Compliance History Online (ECHO) ICIS FE&C file downloaded on 3/02/2022, available at http://echo.epa.gov/tools/data-downloads#downloads",""
