"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Build-A-Bear Workshop Inc.","Build-A-Bear Workshop Inc.","$600,000","$0","$600,000","2011","20111216","safety-related offenses","product safety violation","","toys-toy bear beach chairs","federal","agency action","Consumer Product Safety Commission","civil","","","","","","","","","","","","USA","Missouri","publicly traded","BBW","retailing","toys","http://www.cpsc.gov/en/Newsroom/News-Releases/2012/Build-A-Bear-Agrees-to-600000-Civil-Penalty-for-Failing-to-Report-Defective-Toy-Beach-Chairs/",""
"Build-A-Bear Workshop Inc.","Build-A-Bear Workshop Inc.","$5,280","$0","$5,280","2008","20080430","employment-related offenses","wage and hour violation","child labor or youth employment violation","child labor penalties included","federal","agency action","Labor Department Wage and Hour Division","civil","","","1507745","","","Michigan","Grandville","","49418","451120","451120: Hobby, Toy, and Game Stores","USA","Missouri","publicly traded","BBW","retailing","toys","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Build-A-Bear Workshop, Inc","Build-A-Bear Workshop Inc.","$10,560","$0","$10,560","2008","20080119","employment-related offenses","wage and hour violation","child labor or youth employment violation","child labor penalties included","federal","agency action","Labor Department Wage and Hour Division","civil","","","1503683","","","Kansas","Wichita","","67207","451120","451120: Hobby, Toy, and Game Stores","USA","Missouri","publicly traded","BBW","retailing","toys","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Build-A-Bear Workshop, Inc","Build-A-Bear Workshop Inc.","$10,560","$0","$10,560","2008","20080301","employment-related offenses","wage and hour violation","child labor or youth employment violation","child labor penalties included","federal","agency action","Labor Department Wage and Hour Division","civil","","","1506969","","","Illinois","Aurora","","60504","451120","451120: Hobby, Toy, and Game Stores","USA","Missouri","publicly traded","BBW","retailing","toys","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Build-A-Bear Workshop, Inc.","Build-A-Bear Workshop Inc.","$8,614","$0","$8,614","2006","20060210","employment-related offenses","wage and hour violation","child labor or youth employment violation","child labor penalties included","federal","agency action","Labor Department Wage and Hour Division","civil","","","1434318","","","New York","White Plains","","10601","451120","451120: Hobby, Toy, and Game Stores","USA","Missouri","publicly traded","BBW","retailing","toys","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Build-A-Bear Workshop, Inc.","Build-A-Bear Workshop Inc.","$7,920","$0","$7,920","2008","20080430","employment-related offenses","wage and hour violation","child labor or youth employment violation","child labor penalties included","federal","agency action","Labor Department Wage and Hour Division","civil","","","1507474","","","Wisconsin","Milwaukee","","53226","451120","451120: Hobby, Toy, and Game Stores","USA","Missouri","publicly traded","BBW","retailing","toys","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
