"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Raley's","Raley's","$350,000","$0","$350,000","2019","20190315","consumer-protection-related offenses","consumer protection violation","","Raley's agreed to pay $350,000 in settlement of allegations by the District Attorneys of Santa Clara, Shasta, Sacramento and Sonoma counties that it illegally sold over-the-counter medications and baby food and formula beyond the manufacturers' sell by or expiration dates. ","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","California","privately held","","retailing","retail-supermarkets","https://www.sacda.org/media/latest-news/31519-da-schubert-announces-consumer-protection-settlement-raleys/",""
"Raley's","Raley's","$1,600,000","$0","$1,600,000","2014","20140825","environment-related offenses","environmental violation","","Raley's agreed to pay $1.6 million to 25 District Attorneys to resolve allegations relating to the mishandling of hazardous waste.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","California","privately held","","retailing","retail-supermarkets","Raley's to pay $1.6 million to settle waste disposal suit, Sacramento Bgee, August 25, 2014 (via Nexis).",""
"Raley's Inc.","Raley's","$550,000","$0","$550,000","2010","20100503","employment-related offenses","wage and hour violation","","Raley's agreed to pay $550,000 to six California District Attorneys to resolve allegations of illegal workers compensation practices.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","California","privately held","","retailing","retail-supermarkets","Raley's agrees to hefty penalty for workers' comp violations, Sacramento Business Journal, May 3, 2010 (via Nexis).",""
"Raley's","Raley's","$45,023","$0","$45,023","2005","20050110","employment-related offenses","employment discrimination","","age","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","California","","","","","","USA","California","privately held","","retailing","retail-supermarkets","https://web.archive.org/web/20090813022716/http://eeoc.gov/litigation/settlements/settlement01-05.html",""
"Raley's","Raley's","$101,826","$0","$101,826","2015","20150629","environment-related offenses","environmental violation","","pesticide violation","state","agency action","California Department of Pesticide Regulation","civil","","","","","","California","","","","","","USA","California","privately held","","retailing","retail-supermarkets","https://www.cdpr.ca.gov/docs/mill/actions/fines.htm",""
"Raley's Family of Fine Stores","Raley's","$2,800,000","$0","$2,800,000","2020","20200723","employment-related offenses","employment discrimination","","pregnancy discrimination","state","private litigation","","civil","","San Diego County (CA) Superior Court","2015-00177687-CV","Lucianna Borrego vs. Raleys Family of Fine Stores","settlement","","","","","","","USA","California","privately held","","retailing","retail-supermarkets","https://www.law360.com/articles/1236716/raley-s-inks-2-8m-deal-to-end-pregnancy-bias-suit",""
"RALEY'S, INC.","Raley's","$5,060","$0","$5,060","2017","20170518","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","California","LINCOLN","43 LINCOLN BLVD.","95648","447110","447110: Gasoline Stations with Convenience Stores","USA","California","privately held","","retailing","retail-supermarkets","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
"RALEY'S","Raley's","$6,750","$0","$6,750","2019","20191101","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","California","NORTH HIGHLANDS","4360 ROSEVILLE RD.,","95660","337110","337110: Wood Kitchen Cabinet and Countertop Manufacturing","USA","California","privately held","","retailing","retail-supermarkets","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
