"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Bax Global Inc","Deutsche Bahn","$22,815","$0","$22,815","2005","20050204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","Germany","","government-owned","","freight and logistics","railroads and logistics","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02042005.pdf",""
"BAX Global Inc.","Deutsche Bahn","$19,745,927","$0","$19,745,927","2010","20100930","competition-related offenses","price-fixing or anti-competitive practices","","Six international freight forwarders agreed to plead guilty and to pay criminal fines totaling $50.27 million for their roles in several conspiracies to fix a variety of fees and charges in connection with the provision of freight forwarding services for international air cargo shipments.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Germany","","government-owned","","freight and logistics","railroads and logistics","https://www.justice.gov/opa/pr/six-international-freight-forwarding-companies-agree-plead-guilty-criminal-price-fixing",""
"Bax Global Inc.","Deutsche Bahn","$20,000","$0","$20,000","2008","20080818","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","Germany","","government-owned","","freight and logistics","railroads and logistics","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=458&Itemid=",""
"Schenker Inc.","Deutsche Bahn","$750,000","$0","$750,000","2016","20161026","employment-related offenses","employment discrimination","","Race; National Origin","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","Illinois","Joliet","","","","","Germany","","government-owned","","freight and logistics","railroads and logistics","https://www.eeoc.gov/eeoc/newsroom/release/10-26-16.cfm","Description field shows type of discrimination that EEOC had alleged."
"Schenker AG","Deutsche Bahn","$3,535,514","$0","$3,535,514","2010","20100930","competition-related offenses","price-fixing or anti-competitive practices","","Six international freight forwarders agreed to plead guilty and to pay criminal fines totaling $50.27 million for their roles in several conspiracies to fix a variety of fees and charges in connection with the provision of freight forwarding services for international air cargo shipments.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Germany","","government-owned","","freight and logistics","railroads and logistics","https://www.justice.gov/opa/pr/six-international-freight-forwarding-companies-agree-plead-guilty-criminal-price-fixing",""
"SCHENKER, INC.","Deutsche Bahn","$65,050","$0","$65,050","2018","20180411","employment-related offenses","labor relations violation","","","federal","agency action","National Labor Relations Board","civil","","","21-CA-190708","","","California","Moreno Valley","","","","","Germany","","government-owned","","freight and logistics","railroads and logistics","Extracted from a spreadsheet obtained from the NLRB through a Freedom of Information Act request fulfilled on 5/28/2020.",""
"SCHENKER INC","Deutsche Bahn","$18,000","$0","$18,000","2017","20171024","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","California","MORENO VALLEY","16110 COSMOS STREET","92551","493110","493110: General Warehousing and Storage","Germany","","government-owned","","freight and logistics","railroads and logistics","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
"SCHENKER, INCORPORATED","Deutsche Bahn","$9,054","$0","$9,054","2018","20180510","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","Missouri","SAINT PETERS","2001 PREMIER PARKWAY","63376","493110","493110: General Warehousing and Storage","Germany","","government-owned","","freight and logistics","railroads and logistics","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
"SCHENKER, INC.","Deutsche Bahn","$17,181","$0","$17,181","2019","20190604","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","Virginia","WINCHESTER","291 PARK CENTER DR.","22603","493110","493110: General Warehousing and Storage","Germany","","government-owned","","freight and logistics","railroads and logistics","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
